,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23826,29.0,male,,73029.0,10,RENT,9600.0,HOMEIMPROVEMENT,11.66,0.13,6.0,662.0,Yes,0.0
44709,23.0,female,Bachelor,35750.0,0,RENT,10000.0,DEBTCONSOLIDATION,18.27,0.28,4.0,582.0,No,1.0
406,21.0,,Master,55113.0,0,RENT,24000.0,EDUCATION,16.29,0.44,2.0,,No,1.0
16538,23.0,female,Bachelor,51599.0,0,MORTGAGE,12000.0,VENTURE,15.23,0.23,3.0,691.0,No,0.0
35527,27.0,male,Associate,180828.0,5,RENT,8000.0,EDUCATION,14.65,0.04,6.0,667.0,No,0.0
17584,23.0,female,Bachelor,84968.0,2,OWN,3600.0,VENTURE,10.59,0.04,4.0,598.0,Yes,
11752,25.0,male,Master,90923.0,3,MORTGAGE,10000.0,PERSONAL,11.34,0.11,2.0,668.0,No,
18172,29.0,female,Associate,20249.0,2,OWN,3000.0,VENTURE,7.9,0.15,8.0,709.0,No,1.0
40283,26.0,female,Bachelor,123934.0,7,MORTGAGE,25000.0,PERSONAL,10.83,0.2,3.0,700.0,No,0.0
44729,25.0,female,,67050.0,3,MORTGAGE,9664.0,DEBTCONSOLIDATION,10.26,0.14,4.0,,No,1.0
19371,30.0,female,Bachelor,25113.0,7,RENT,3000.0,PERSONAL,11.49,0.12,8.0,688.0,No,1.0
12117,24.0,male,Master,75875.0,1,RENT,11500.0,EDUCATION,5.79,0.15,3.0,616.0,Yes,0.0
39548,,female,Associate,156689.0,6,RENT,8414.0,MEDICAL,12.95,0.05,5.0,674.0,Yes,0.0
35025,36.0,male,Bachelor,97073.0,13,MORTGAGE,20000.0,EDUCATION,11.57,0.21,14.0,683.0,Yes,0.0
15890,26.0,male,Bachelor,300906.0,4,MORTGAGE,9000.0,HOMEIMPROVEMENT,9.99,0.03,2.0,672.0,Yes,
13527,25.0,male,Associate,73029.0,0,RENT,12500.0,EDUCATION,11.89,0.17,2.0,682.0,Yes,0.0
15296,26.0,male,,157279.0,3,MORTGAGE,35000.0,PERSONAL,18.25,0.22,4.0,,No,0.0
41673,25.0,male,Associate,108731.0,0,MORTGAGE,18000.0,HOMEIMPROVEMENT,9.27,0.17,3.0,630.0,Yes,0.0
29185,36.0,female,Associate,241150.0,15,MORTGAGE,14000.0,MEDICAL,7.49,0.06,15.0,618.0,Yes,0.0
12217,21.0,female,Bachelor,97216.0,0,MORTGAGE,5000.0,EDUCATION,12.99,0.05,2.0,567.0,Yes,0.0
16642,24.0,male,High School,45623.0,3,RENT,7200.0,DEBTCONSOLIDATION,7.9,0.16,4.0,615.0,No,0.0
14736,24.0,male,Bachelor,136844.0,0,MORTGAGE,2100.0,VENTURE,7.4,0.02,3.0,633.0,No,0.0
13147,26.0,male,,125581.0,3,RENT,12000.0,PERSONAL,12.21,0.1,3.0,512.0,Yes,0.0
43314,33.0,female,High School,58722.0,8,MORTGAGE,7333.0,MEDICAL,10.67,0.12,6.0,615.0,No,1.0
14892,23.0,male,Bachelor,58791.0,0,RENT,15000.0,EDUCATION,6.91,0.26,2.0,623.0,No,1.0
43006,33.0,male,Associate,44165.0,10,RENT,12238.0,MEDICAL,8.95,0.28,8.0,707.0,No,1.0
15664,24.0,male,Bachelor,180880.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.51,0.11,4.0,644.0,Yes,
7067,23.0,female,Bachelor,63569.0,1,RENT,7000.0,MEDICAL,13.85,0.11,4.0,637.0,No,1.0
31874,37.0,male,Master,223137.0,17,MORTGAGE,4000.0,VENTURE,10.0,0.02,11.0,659.0,No,0.0
29827,48.0,female,,60715.0,28,RENT,4000.0,EDUCATION,7.68,0.07,11.0,647.0,No,0.0
12314,26.0,male,Doctorate,97644.0,3,MORTGAGE,25000.0,PERSONAL,10.62,0.26,4.0,689.0,Yes,0.0
41012,23.0,male,Master,34143.0,1,RENT,6202.0,HOMEIMPROVEMENT,10.8,0.18,4.0,550.0,Yes,0.0
1004,21.0,female,,63842.0,0,RENT,18000.0,MEDICAL,19.69,0.28,2.0,678.0,No,1.0
17354,,female,Master,72557.0,3,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.62,0.17,4.0,662.0,Yes,0.0
38399,27.0,female,Associate,241293.0,2,MORTGAGE,6000.0,MEDICAL,10.25,0.02,6.0,565.0,No,0.0
28724,31.0,,High School,37662.0,10,RENT,20200.0,PERSONAL,14.74,0.54,8.0,604.0,No,1.0
37640,25.0,male,Bachelor,103160.0,1,MORTGAGE,12000.0,MEDICAL,6.21,0.12,3.0,,No,
13684,,female,Bachelor,115142.0,5,MORTGAGE,18000.0,HOMEIMPROVEMENT,7.88,0.16,2.0,569.0,No,0.0
40537,24.0,female,High School,90464.0,2,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.88,0.19,4.0,628.0,No,0.0
31298,,male,High School,102980.0,23,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.07,0.1,15.0,610.0,Yes,0.0
20760,27.0,female,Bachelor,49022.0,3,RENT,5000.0,EDUCATION,7.29,0.1,5.0,619.0,No,0.0
10668,24.0,male,High School,84742.0,3,MORTGAGE,3000.0,EDUCATION,6.39,0.04,3.0,643.0,No,0.0
36675,25.0,male,High School,37533.0,5,RENT,2000.0,MEDICAL,11.12,0.05,4.0,650.0,No,0.0
32535,65.0,male,High School,160380.0,42,MORTGAGE,18000.0,DEBTCONSOLIDATION,11.01,0.11,25.0,675.0,No,1.0
37152,28.0,female,Associate,97275.0,5,MORTGAGE,22195.0,MEDICAL,10.21,0.23,9.0,,Yes,0.0
20708,27.0,male,Associate,43121.0,3,RENT,5000.0,MEDICAL,10.75,0.12,8.0,678.0,Yes,0.0
39490,26.0,male,Associate,32219.0,5,RENT,,MEDICAL,8.57,0.2,6.0,687.0,No,0.0
41958,29.0,female,Associate,93433.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,8.82,0.05,7.0,669.0,No,0.0
34725,26.0,male,,97016.0,5,MORTGAGE,13000.0,DEBTCONSOLIDATION,7.61,0.13,4.0,695.0,Yes,
10770,26.0,male,Associate,41930.0,0,RENT,10000.0,VENTURE,13.11,0.24,3.0,643.0,No,1.0
38413,36.0,,Associate,301021.0,16,MORTGAGE,,EDUCATION,7.88,0.07,17.0,593.0,Yes,0.0
29878,,male,Associate,49136.0,22,MORTGAGE,6000.0,PERSONAL,7.74,0.12,11.0,603.0,Yes,0.0
6421,,female,High School,60884.0,2,MORTGAGE,3325.0,DEBTCONSOLIDATION,5.42,0.05,3.0,602.0,Yes,0.0
27274,28.0,female,Master,74007.0,7,RENT,15000.0,HOMEIMPROVEMENT,13.99,0.2,7.0,610.0,No,0.0
17775,23.0,male,Master,82522.0,0,RENT,14400.0,VENTURE,17.99,0.17,2.0,652.0,No,
1231,21.0,female,High School,51010.0,0,RENT,16000.0,VENTURE,12.84,0.31,2.0,551.0,No,
11737,24.0,female,Associate,90756.0,2,MORTGAGE,,DEBTCONSOLIDATION,12.21,0.17,3.0,,No,0.0
37161,27.0,,Master,169127.0,5,MORTGAGE,13351.0,MEDICAL,13.46,0.08,4.0,726.0,No,0.0
33544,39.0,male,Associate,93135.0,16,MORTGAGE,6338.0,DEBTCONSOLIDATION,9.45,0.07,16.0,596.0,Yes,0.0
11374,26.0,male,,90290.0,5,MORTGAGE,3000.0,MEDICAL,6.76,0.03,3.0,579.0,No,0.0
41809,,male,Bachelor,73086.0,0,MORTGAGE,10500.0,PERSONAL,12.94,0.14,5.0,694.0,No,0.0
22185,28.0,female,High School,57535.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,8.88,0.1,6.0,671.0,No,1.0
31406,42.0,male,Doctorate,16684.0,19,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.15,14.0,634.0,No,1.0
5624,26.0,female,High School,48288.0,4,MORTGAGE,,MEDICAL,15.05,0.32,4.0,645.0,No,1.0
17867,28.0,male,Master,14109.0,3,MORTGAGE,2150.0,MEDICAL,10.78,0.15,7.0,659.0,No,1.0
35926,25.0,female,High School,133313.0,2,MORTGAGE,6405.0,EDUCATION,13.51,0.05,3.0,615.0,No,
14693,,female,,46937.0,1,RENT,15000.0,EDUCATION,6.17,0.32,2.0,681.0,No,1.0
44044,23.0,female,High School,60147.0,4,RENT,15000.0,MEDICAL,19.53,0.25,3.0,,No,1.0
41790,,female,High School,72930.0,0,RENT,10000.0,MEDICAL,12.0,0.14,3.0,655.0,No,0.0
7658,23.0,male,High School,58629.0,0,MORTGAGE,16800.0,DEBTCONSOLIDATION,14.59,0.29,2.0,603.0,No,1.0
12424,24.0,male,Associate,52338.0,3,RENT,12000.0,PERSONAL,11.36,0.23,2.0,609.0,Yes,0.0
33459,26.0,,Master,55639.0,0,MORTGAGE,6000.0,VENTURE,8.48,0.11,5.0,,No,0.0
42274,33.0,female,,206456.0,13,MORTGAGE,11600.0,DEBTCONSOLIDATION,14.13,0.06,11.0,592.0,No,1.0
1557,25.0,male,Associate,34489.0,0,OWN,14125.0,VENTURE,6.99,0.41,4.0,684.0,Yes,0.0
9083,23.0,male,Bachelor,72817.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,7.14,0.05,3.0,676.0,Yes,0.0
25795,27.0,female,Associate,43203.0,6,OWN,6000.0,HOMEIMPROVEMENT,11.99,0.14,10.0,635.0,No,
39245,26.0,male,,93482.0,4,OWN,2797.0,DEBTCONSOLIDATION,10.69,0.03,4.0,597.0,Yes,0.0
10944,22.0,male,Bachelor,55898.0,0,RENT,10000.0,VENTURE,14.61,0.18,4.0,628.0,No,0.0
18975,31.0,female,Associate,37076.0,9,MORTGAGE,1200.0,EDUCATION,11.01,0.03,8.0,649.0,Yes,0.0
44139,24.0,male,High School,67089.0,3,RENT,20000.0,VENTURE,13.58,0.3,4.0,623.0,No,1.0
31515,36.0,male,Associate,152375.0,12,RENT,14000.0,HOMEIMPROVEMENT,7.66,0.09,17.0,559.0,Yes,0.0
23031,35.0,female,Doctorate,47055.0,14,RENT,,MEDICAL,18.09,0.17,7.0,,No,1.0
36749,26.0,male,Master,109394.0,2,MORTGAGE,5582.0,MEDICAL,9.52,0.05,5.0,659.0,Yes,0.0
32087,38.0,male,Associate,80358.0,15,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.92,0.06,16.0,643.0,No,1.0
409,24.0,female,Bachelor,57356.0,3,RENT,24000.0,PERSONAL,17.8,0.42,2.0,672.0,No,1.0
19012,32.0,male,Master,36804.0,11,MORTGAGE,10000.0,VENTURE,7.51,0.27,9.0,665.0,Yes,0.0
61,22.0,,Bachelor,331034.0,0,OWN,,VENTURE,11.58,0.04,2.0,,Yes,0.0
43927,25.0,female,Associate,25876.0,4,RENT,10130.0,DEBTCONSOLIDATION,11.36,0.39,6.0,671.0,No,1.0
16520,26.0,female,,39422.0,6,RENT,5000.0,DEBTCONSOLIDATION,6.03,0.13,2.0,706.0,No,0.0
10690,22.0,female,Master,46183.0,0,RENT,10000.0,EDUCATION,10.75,0.22,2.0,643.0,Yes,0.0
602,22.0,male,High School,54899.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.92,0.36,3.0,650.0,No,1.0
33427,38.0,female,,47751.0,17,MORTGAGE,5686.0,DEBTCONSOLIDATION,10.92,0.12,9.0,624.0,Yes,0.0
16251,22.0,male,Bachelor,80301.0,2,RENT,16800.0,PERSONAL,13.49,0.21,2.0,588.0,No,0.0
9437,23.0,female,Master,68355.0,0,MORTGAGE,8000.0,VENTURE,14.54,0.12,2.0,674.0,No,1.0
39482,30.0,male,Bachelor,94563.0,8,MORTGAGE,4589.0,VENTURE,7.7,0.05,8.0,654.0,No,0.0
33495,23.0,male,Bachelor,72675.0,0,MORTGAGE,7000.0,EDUCATION,6.79,0.1,3.0,682.0,No,0.0
44131,25.0,male,High School,59739.0,5,RENT,18204.0,MEDICAL,12.01,0.3,4.0,671.0,No,1.0
31673,42.0,,Associate,144953.0,18,MORTGAGE,6000.0,PERSONAL,10.38,0.04,11.0,588.0,No,0.0
36171,26.0,male,Associate,40581.0,3,RENT,4000.0,DEBTCONSOLIDATION,6.59,0.1,7.0,652.0,No,0.0
8537,26.0,male,Associate,94968.0,3,RENT,7800.0,VENTURE,16.77,0.08,3.0,549.0,Yes,0.0
16789,22.0,female,Bachelor,90694.0,0,RENT,21000.0,DEBTCONSOLIDATION,10.0,0.23,4.0,677.0,Yes,0.0
42653,27.0,female,Associate,39163.0,7,RENT,3212.0,DEBTCONSOLIDATION,9.92,0.08,3.0,662.0,No,1.0
5284,24.0,female,,60944.0,0,RENT,5000.0,PERSONAL,7.14,0.08,3.0,654.0,Yes,0.0
41991,36.0,female,Bachelor,54981.0,12,RENT,8000.0,DEBTCONSOLIDATION,10.89,0.15,13.0,636.0,No,
42656,28.0,female,Bachelor,65662.0,3,RENT,5000.0,DEBTCONSOLIDATION,13.1,0.08,9.0,626.0,No,1.0
16507,26.0,male,,51692.0,7,MORTGAGE,4500.0,EDUCATION,11.48,0.09,3.0,595.0,Yes,0.0
39187,,male,Bachelor,68785.0,11,RENT,7500.0,VENTURE,11.48,0.11,9.0,592.0,No,0.0
8261,,male,High School,68765.0,3,MORTGAGE,12000.0,EDUCATION,5.42,0.17,2.0,556.0,No,0.0
38324,32.0,,Bachelor,70643.0,9,MORTGAGE,6214.0,PERSONAL,10.44,0.09,7.0,525.0,No,0.0
5422,,male,High School,67081.0,0,RENT,5000.0,EDUCATION,12.54,0.07,3.0,647.0,Yes,0.0
41371,28.0,male,High School,82611.0,9,RENT,9061.0,MEDICAL,13.36,0.11,5.0,528.0,Yes,0.0
12777,24.0,female,Bachelor,103379.0,2,OWN,27500.0,EDUCATION,11.99,0.27,2.0,669.0,No,0.0
28482,29.0,female,Bachelor,61199.0,5,MORTGAGE,21850.0,PERSONAL,12.42,0.36,9.0,675.0,Yes,0.0
35705,24.0,male,High School,47771.0,0,OWN,1500.0,VENTURE,15.62,0.03,3.0,610.0,Yes,0.0
13218,23.0,male,,109180.0,0,OWN,35000.0,MEDICAL,8.9,0.32,4.0,576.0,Yes,0.0
25475,,female,Associate,50113.0,7,RENT,3000.0,MEDICAL,11.01,0.06,7.0,631.0,No,0.0
16332,24.0,male,Bachelor,48970.0,1,RENT,5000.0,EDUCATION,6.17,0.1,2.0,613.0,Yes,0.0
32,26.0,male,Bachelor,114645.0,2,RENT,31050.0,HOMEIMPROVEMENT,14.17,0.27,3.0,,No,1.0
25654,,male,High School,107961.0,7,MORTGAGE,4000.0,VENTURE,6.03,0.04,6.0,601.0,No,
17668,24.0,female,High School,75892.0,0,RENT,15000.0,EDUCATION,9.45,0.2,2.0,587.0,Yes,0.0
21402,,male,,58503.0,8,MORTGAGE,13800.0,MEDICAL,8.9,0.24,6.0,653.0,Yes,0.0
4926,21.0,female,Master,49020.0,0,RENT,5000.0,VENTURE,9.25,0.1,4.0,614.0,Yes,0.0
14922,25.0,female,Associate,144832.0,4,MORTGAGE,15000.0,EDUCATION,14.65,0.1,4.0,658.0,No,0.0
5124,23.0,male,,53840.0,1,OWN,6400.0,VENTURE,7.51,0.12,3.0,610.0,Yes,0.0
29749,41.0,male,Associate,45216.0,22,MORTGAGE,6000.0,EDUCATION,12.99,0.13,11.0,611.0,Yes,0.0
24012,33.0,male,Associate,35824.0,13,RENT,10000.0,VENTURE,13.06,0.28,9.0,,No,1.0
6747,22.0,male,High School,61034.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,9.88,0.16,4.0,603.0,No,0.0
16432,22.0,male,Bachelor,63486.0,0,MORTGAGE,10000.0,PERSONAL,13.87,0.16,4.0,,No,1.0
25081,28.0,female,Associate,39498.0,7,RENT,12000.0,DEBTCONSOLIDATION,14.26,0.3,10.0,707.0,No,
24673,28.0,male,Associate,83977.0,6,MORTGAGE,15000.0,EDUCATION,6.54,0.18,5.0,654.0,No,1.0
17176,22.0,female,Associate,121032.0,0,MORTGAGE,15000.0,PERSONAL,13.85,0.12,3.0,576.0,Yes,0.0
16627,25.0,,Bachelor,77879.0,6,RENT,8000.0,EDUCATION,15.28,0.1,4.0,608.0,No,
24030,29.0,female,Bachelor,83942.0,5,MORTGAGE,15000.0,MEDICAL,10.62,0.18,6.0,711.0,No,0.0
14755,26.0,female,Associate,137713.0,0,MORTGAGE,14400.0,PERSONAL,7.14,0.1,2.0,653.0,Yes,0.0
19955,30.0,male,High School,38383.0,8,MORTGAGE,13000.0,EDUCATION,7.88,0.34,8.0,618.0,No,1.0
8399,24.0,female,Master,70387.0,0,MORTGAGE,6500.0,VENTURE,11.01,0.09,2.0,573.0,Yes,0.0
35311,24.0,female,Bachelor,115131.0,1,RENT,10000.0,PERSONAL,10.87,0.09,4.0,645.0,Yes,0.0
37718,,male,,51267.0,4,MORTGAGE,1200.0,PERSONAL,13.91,0.02,5.0,666.0,Yes,
13111,22.0,,,106494.0,2,MORTGAGE,15000.0,VENTURE,11.83,0.14,4.0,663.0,No,0.0
39692,24.0,,Associate,71128.0,0,RENT,8000.0,PERSONAL,11.61,0.11,4.0,585.0,No,0.0
19483,27.0,female,High School,59597.0,3,RENT,,VENTURE,12.53,0.2,6.0,471.0,Yes,0.0
16699,23.0,male,Bachelor,46576.0,0,RENT,4500.0,EDUCATION,7.88,0.1,3.0,609.0,Yes,0.0
33766,,female,Associate,24905.0,0,RENT,2500.0,EDUCATION,13.79,0.1,4.0,582.0,Yes,0.0
13337,21.0,male,High School,58583.0,0,RENT,2800.0,PERSONAL,8.9,0.05,2.0,668.0,No,1.0
13705,23.0,male,Bachelor,100591.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.61,0.05,2.0,585.0,No,1.0
25792,29.0,male,Bachelor,43169.0,5,OWN,4200.0,MEDICAL,12.99,0.1,7.0,665.0,No,0.0
23864,27.0,female,High School,80735.0,3,MORTGAGE,16000.0,HOMEIMPROVEMENT,10.99,0.2,5.0,569.0,Yes,0.0
30999,38.0,male,Bachelor,87434.0,16,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.92,0.06,16.0,702.0,No,0.0
43754,33.0,male,High School,59574.0,5,RENT,3000.0,DEBTCONSOLIDATION,15.95,0.05,7.0,639.0,No,1.0
11302,23.0,female,Master,88217.0,4,MORTGAGE,7000.0,VENTURE,10.74,0.08,3.0,621.0,No,0.0
13336,26.0,male,Bachelor,64106.0,5,RENT,2800.0,VENTURE,13.47,0.04,4.0,658.0,Yes,0.0
11623,25.0,male,,91124.0,7,MORTGAGE,3000.0,HOMEIMPROVEMENT,7.51,0.03,4.0,652.0,Yes,
32855,28.0,,,41741.0,7,RENT,6020.0,DEBTCONSOLIDATION,6.94,0.14,7.0,712.0,No,0.0
16440,21.0,female,Associate,32193.0,1,RENT,6000.0,DEBTCONSOLIDATION,7.49,0.19,2.0,660.0,No,0.0
29023,,female,Master,64551.0,7,RENT,14000.0,DEBTCONSOLIDATION,15.28,0.22,10.0,656.0,No,
27730,28.0,male,Associate,212457.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.25,0.12,6.0,668.0,No,0.0
12787,25.0,male,Bachelor,103106.0,1,MORTGAGE,16000.0,VENTURE,10.99,0.16,2.0,622.0,No,0.0
19978,27.0,male,Associate,62913.0,6,RENT,10400.0,PERSONAL,18.25,0.17,6.0,629.0,No,1.0
24615,32.0,male,High School,77546.0,5,RENT,10000.0,EDUCATION,12.69,0.13,10.0,617.0,Yes,0.0
31106,37.0,,Associate,109017.0,12,RENT,10000.0,VENTURE,8.94,0.09,12.0,544.0,Yes,0.0
18740,28.0,male,,72988.0,9,RENT,16000.0,MEDICAL,16.07,0.22,8.0,576.0,No,1.0
13875,24.0,female,Bachelor,59873.0,0,RENT,14000.0,EDUCATION,11.71,0.23,3.0,630.0,Yes,0.0
3827,23.0,female,High School,40207.0,0,RENT,4000.0,PERSONAL,11.01,0.1,2.0,542.0,Yes,0.0
4104,23.0,female,Bachelor,26468.0,0,RENT,4200.0,PERSONAL,15.23,0.16,4.0,567.0,Yes,0.0
35880,24.0,female,Associate,84520.0,1,MORTGAGE,5000.0,PERSONAL,10.31,0.06,3.0,697.0,Yes,0.0
14860,22.0,male,Bachelor,108143.0,0,MORTGAGE,25000.0,MEDICAL,12.53,0.23,4.0,701.0,No,1.0
26516,34.0,female,High School,126905.0,13,MORTGAGE,12000.0,VENTURE,6.99,0.09,5.0,620.0,Yes,0.0
44910,29.0,male,Bachelor,70997.0,6,RENT,20000.0,PERSONAL,13.28,0.28,5.0,676.0,No,1.0
32585,36.0,female,Bachelor,78899.0,17,RENT,8000.0,PERSONAL,11.65,0.1,10.0,673.0,Yes,0.0
21807,35.0,female,High School,31209.0,12,RENT,7050.0,DEBTCONSOLIDATION,12.23,0.23,7.0,,No,0.0
40933,,female,,105550.0,12,MORTGAGE,8000.0,MEDICAL,12.72,0.08,11.0,,No,0.0
18054,28.0,male,Associate,229063.0,5,MORTGAGE,25000.0,EDUCATION,11.01,0.11,8.0,649.0,Yes,0.0
44712,25.0,female,High School,49137.0,2,RENT,15000.0,DEBTCONSOLIDATION,12.57,0.31,4.0,,No,1.0
8868,26.0,male,High School,53557.0,3,RENT,8000.0,PERSONAL,13.8,0.15,3.0,,No,0.0
17393,23.0,female,Associate,64177.0,0,RENT,14000.0,VENTURE,14.27,0.22,4.0,557.0,No,0.0
33327,27.0,male,Bachelor,229495.0,2,MORTGAGE,20000.0,VENTURE,12.05,0.09,5.0,563.0,Yes,0.0
39394,26.0,male,,61029.0,6,MORTGAGE,2000.0,EDUCATION,11.0,0.03,5.0,655.0,No,
31986,38.0,female,,51662.0,16,RENT,4600.0,PERSONAL,11.01,0.09,17.0,665.0,Yes,0.0
42627,37.0,male,Associate,42726.0,12,RENT,11079.0,MEDICAL,7.04,0.26,14.0,614.0,No,1.0
30645,38.0,male,High School,72973.0,18,OWN,6000.0,VENTURE,14.96,0.08,14.0,666.0,No,0.0
509,21.0,female,Associate,23543.0,0,OWN,6000.0,MEDICAL,8.49,0.25,3.0,631.0,No,1.0
31403,36.0,,Associate,111386.0,11,MORTGAGE,4000.0,MEDICAL,7.29,0.04,11.0,627.0,Yes,0.0
13106,,female,High School,115120.0,3,RENT,12000.0,DEBTCONSOLIDATION,10.65,0.1,4.0,598.0,Yes,0.0
40837,27.0,male,Master,241051.0,3,MORTGAGE,2538.0,PERSONAL,13.16,0.01,3.0,591.0,Yes,0.0
13034,26.0,male,Bachelor,105380.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.62,0.14,2.0,,Yes,0.0
28925,32.0,male,High School,65877.0,6,MORTGAGE,7125.0,HOMEIMPROVEMENT,9.99,0.11,6.0,616.0,No,
6635,25.0,male,High School,63577.0,0,RENT,6000.0,VENTURE,12.87,0.09,4.0,590.0,Yes,0.0
19701,35.0,female,High School,23655.0,14,RENT,3300.0,HOMEIMPROVEMENT,13.85,0.14,6.0,689.0,No,1.0
41842,23.0,male,High School,87486.0,1,MORTGAGE,5000.0,EDUCATION,12.53,0.06,3.0,682.0,Yes,0.0
6808,26.0,male,Bachelor,78858.0,3,RENT,6000.0,EDUCATION,16.49,0.08,2.0,694.0,No,0.0
10312,24.0,female,Associate,81101.0,1,MORTGAGE,8800.0,HOMEIMPROVEMENT,8.59,0.11,4.0,667.0,Yes,0.0
26677,30.0,male,Associate,133027.0,8,MORTGAGE,12000.0,PERSONAL,10.74,0.09,8.0,681.0,Yes,0.0
22020,28.0,female,Bachelor,78731.0,8,RENT,7000.0,HOMEIMPROVEMENT,8.49,0.09,6.0,676.0,No,0.0
15342,21.0,male,Master,75613.0,0,RENT,15000.0,VENTURE,7.29,0.2,4.0,623.0,Yes,0.0
2055,26.0,male,Bachelor,37200.0,4,RENT,2300.0,MEDICAL,10.99,0.06,2.0,626.0,Yes,0.0
38269,,male,Bachelor,51308.0,2,RENT,3500.0,VENTURE,5.64,0.07,4.0,572.0,Yes,0.0
4061,25.0,male,High School,48688.0,0,MORTGAGE,7100.0,DEBTCONSOLIDATION,11.01,0.15,2.0,,No,0.0
3691,21.0,female,High School,22285.0,2,RENT,4000.0,DEBTCONSOLIDATION,13.22,0.18,4.0,614.0,No,1.0
39929,25.0,,Associate,59544.0,6,MORTGAGE,2039.0,MEDICAL,11.98,0.03,2.0,587.0,Yes,0.0
33006,32.0,female,High School,55070.0,6,RENT,7000.0,VENTURE,12.6,0.13,8.0,630.0,Yes,0.0
5935,24.0,female,Associate,38136.0,0,RENT,,MEDICAL,7.49,0.15,2.0,571.0,Yes,0.0
42516,26.0,male,High School,94501.0,1,RENT,12000.0,DEBTCONSOLIDATION,16.44,0.13,5.0,583.0,No,1.0
6999,23.0,male,Bachelor,62245.0,0,OWN,6000.0,PERSONAL,5.42,0.1,4.0,624.0,Yes,
29225,41.0,female,High School,206452.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.12,0.12,14.0,646.0,No,0.0
23644,,female,Master,79308.0,11,MORTGAGE,15000.0,MEDICAL,11.99,0.19,10.0,591.0,Yes,0.0
44312,38.0,male,Associate,51175.0,18,RENT,10971.0,PERSONAL,13.95,0.21,12.0,656.0,No,1.0
40120,24.0,male,Master,49115.0,1,MORTGAGE,6000.0,MEDICAL,11.01,0.12,3.0,573.0,Yes,0.0
43645,36.0,male,Bachelor,71461.0,15,RENT,10000.0,EDUCATION,11.8,0.14,14.0,714.0,No,1.0
27001,,male,High School,145080.0,8,MORTGAGE,18400.0,DEBTCONSOLIDATION,9.63,0.13,9.0,,No,0.0
23855,29.0,male,Associate,80296.0,8,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.88,0.09,5.0,686.0,Yes,0.0
16908,21.0,male,Associate,53924.0,0,RENT,10000.0,VENTURE,14.74,0.19,3.0,643.0,Yes,0.0
25656,30.0,female,Associate,121037.0,11,RENT,12000.0,DEBTCONSOLIDATION,7.88,0.1,9.0,586.0,Yes,0.0
25535,29.0,male,Bachelor,103930.0,7,MORTGAGE,9500.0,EDUCATION,11.01,0.09,9.0,714.0,Yes,0.0
40162,23.0,female,Master,26966.0,0,OWN,8727.0,DEBTCONSOLIDATION,7.15,0.32,4.0,642.0,No,0.0
42521,,male,Associate,53623.0,4,RENT,16000.0,EDUCATION,10.78,0.3,5.0,,No,1.0
36313,25.0,male,Associate,50192.0,3,RENT,10421.0,PERSONAL,11.35,0.21,6.0,581.0,Yes,0.0
39684,,female,Bachelor,109135.0,3,MORTGAGE,15000.0,MEDICAL,8.51,0.14,4.0,,No,0.0
15622,22.0,male,High School,23971.0,0,OWN,12000.0,PERSONAL,5.42,0.5,4.0,557.0,No,
13543,23.0,female,,41759.0,1,OWN,3200.0,VENTURE,7.14,0.08,3.0,514.0,Yes,0.0
44653,25.0,male,Associate,138974.0,2,RENT,5000.0,MEDICAL,13.11,0.04,3.0,663.0,No,1.0
12402,24.0,male,High School,97372.0,1,MORTGAGE,12000.0,VENTURE,5.79,0.12,3.0,627.0,Yes,
8781,22.0,female,High School,46674.0,0,RENT,8000.0,EDUCATION,7.88,0.17,4.0,591.0,No,0.0
5808,22.0,male,Master,57160.0,0,OWN,11500.0,EDUCATION,7.51,0.2,4.0,675.0,No,0.0
3204,25.0,female,High School,58354.0,1,RENT,3500.0,DEBTCONSOLIDATION,13.16,0.06,3.0,641.0,Yes,0.0
41162,42.0,male,Associate,220815.0,23,MORTGAGE,,DEBTCONSOLIDATION,12.61,0.09,17.0,747.0,No,0.0
26967,27.0,male,Bachelor,145002.0,5,MORTGAGE,14000.0,PERSONAL,11.99,0.1,10.0,667.0,No,0.0
10943,24.0,female,High School,84844.0,0,MORTGAGE,10000.0,VENTURE,7.74,0.12,3.0,641.0,Yes,0.0
