,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
5190,25.0,,Bachelor,102105.0,6,RENT,9000.0,DEBTCONSOLIDATION,11.36,0.09,2.0,602.0,Yes,0.0
25546,31.0,male,Bachelor,97575.0,9,RENT,12000.0,DEBTCONSOLIDATION,7.29,0.12,10.0,638.0,No,0.0
37202,26.0,male,High School,77752.0,1,RENT,4822.0,HOMEIMPROVEMENT,11.95,0.06,6.0,616.0,No,0.0
2936,,male,Associate,150900.0,2,RENT,3000.0,DEBTCONSOLIDATION,14.72,0.02,3.0,591.0,Yes,0.0
24886,27.0,female,Associate,47666.0,6,RENT,11100.0,DEBTCONSOLIDATION,11.01,0.23,9.0,605.0,No,1.0
39361,23.0,male,Associate,27065.0,0,RENT,2000.0,MEDICAL,8.52,0.07,3.0,622.0,Yes,0.0
1545,24.0,male,,33599.0,0,RENT,1500.0,MEDICAL,16.29,0.04,4.0,,No,1.0
42625,28.0,female,High School,234419.0,2,MORTGAGE,17936.0,MEDICAL,13.77,0.08,7.0,621.0,No,1.0
24408,29.0,female,Bachelor,53966.0,6,RENT,10000.0,PERSONAL,15.33,0.19,8.0,646.0,No,1.0
37330,30.0,male,Bachelor,58775.0,8,RENT,7200.0,EDUCATION,10.48,0.12,8.0,543.0,Yes,0.0
4408,,female,Associate,40777.0,2,RENT,4800.0,MEDICAL,14.91,0.12,4.0,584.0,No,1.0
36734,28.0,male,Associate,50704.0,6,RENT,8000.0,EDUCATION,12.92,0.16,6.0,553.0,Yes,0.0
8223,23.0,female,Master,68327.0,0,MORTGAGE,10000.0,EDUCATION,13.61,0.15,4.0,670.0,Yes,0.0
29487,39.0,female,Associate,15100.0,19,RENT,2000.0,VENTURE,10.65,0.13,11.0,622.0,No,1.0
88,,female,Bachelor,15394.0,0,MORTGAGE,3250.0,DEBTCONSOLIDATION,15.68,0.21,3.0,518.0,No,1.0
239,25.0,female,Associate,220510.0,1,MORTGAGE,15000.0,PERSONAL,6.03,0.07,3.0,,Yes,0.0
39724,24.0,female,Associate,67014.0,0,MORTGAGE,15000.0,EDUCATION,9.59,0.22,4.0,605.0,Yes,0.0
6820,22.0,male,Master,79067.0,0,RENT,6000.0,EDUCATION,16.2,0.08,4.0,688.0,Yes,0.0
39876,26.0,male,,94194.0,2,MORTGAGE,13530.0,HOMEIMPROVEMENT,12.76,0.14,2.0,625.0,No,0.0
24209,32.0,female,Master,85027.0,11,MORTGAGE,10000.0,DEBTCONSOLIDATION,9.88,0.12,5.0,653.0,No,0.0
32274,38.0,male,Associate,36945.0,17,RENT,3000.0,MEDICAL,13.85,0.08,14.0,695.0,No,1.0
575,123.0,female,High School,97140.0,101,RENT,20400.0,EDUCATION,10.25,0.21,3.0,805.0,Yes,0.0
44629,32.0,male,Associate,30853.0,9,RENT,10753.0,PERSONAL,12.51,0.35,7.0,685.0,No,1.0
9662,26.0,female,Master,66649.0,1,RENT,8400.0,MEDICAL,8.94,0.13,3.0,603.0,Yes,0.0
20112,27.0,female,Master,30106.0,4,RENT,4000.0,DEBTCONSOLIDATION,12.87,0.13,10.0,626.0,No,0.0
29687,40.0,female,Associate,44041.0,17,RENT,,MEDICAL,8.88,0.07,11.0,663.0,Yes,0.0
38476,37.0,male,High School,42640.0,11,MORTGAGE,13065.0,PERSONAL,7.8,0.31,16.0,450.0,Yes,0.0
25335,27.0,female,,101819.0,4,MORTGAGE,,VENTURE,6.03,0.15,6.0,603.0,Yes,0.0
42784,30.0,female,High School,40388.0,6,RENT,2032.0,HOMEIMPROVEMENT,14.76,0.05,7.0,586.0,No,1.0
11764,24.0,male,Master,100041.0,1,RENT,,EDUCATION,12.21,0.1,4.0,694.0,No,0.0
24919,27.0,female,High School,94359.0,6,OWN,12000.0,MEDICAL,15.58,0.13,7.0,601.0,Yes,
5955,23.0,male,Bachelor,48788.0,1,RENT,5600.0,EDUCATION,13.8,0.11,3.0,,No,0.0
3065,25.0,male,Bachelor,37243.0,2,RENT,3250.0,DEBTCONSOLIDATION,5.42,0.09,3.0,630.0,Yes,0.0
7750,24.0,male,Bachelor,43136.0,0,RENT,7000.0,MEDICAL,12.69,0.16,2.0,582.0,No,0.0
42442,30.0,female,Associate,41992.0,1,RENT,12000.0,MEDICAL,11.04,0.29,10.0,634.0,No,1.0
24328,28.0,female,Associate,87271.0,7,MORTGAGE,4500.0,MEDICAL,6.62,0.05,8.0,637.0,No,0.0
28566,32.0,male,Master,94520.0,6,RENT,13000.0,EDUCATION,12.87,0.14,10.0,669.0,Yes,0.0
41851,28.0,male,Associate,58588.0,6,MORTGAGE,,PERSONAL,11.99,0.05,10.0,591.0,Yes,0.0
37622,29.0,male,Associate,96717.0,10,MORTGAGE,6000.0,PERSONAL,6.56,0.06,10.0,652.0,Yes,0.0
20977,27.0,male,Associate,53728.0,2,RENT,5000.0,PERSONAL,13.79,0.09,8.0,555.0,No,1.0
4205,22.0,male,Master,43095.0,0,RENT,4500.0,VENTURE,14.27,0.1,2.0,,Yes,0.0
36114,38.0,male,High School,121189.0,14,RENT,5000.0,EDUCATION,9.71,0.04,10.0,605.0,No,0.0
7577,22.0,,Bachelor,65701.0,2,MORTGAGE,15000.0,MEDICAL,11.99,0.23,2.0,,Yes,0.0
14044,25.0,male,High School,120802.0,5,MORTGAGE,7500.0,EDUCATION,13.99,0.06,4.0,568.0,Yes,0.0
9380,24.0,female,High School,75282.0,2,OWN,3200.0,PERSONAL,7.68,0.04,4.0,599.0,No,0.0
30764,50.0,female,Bachelor,71472.0,25,MORTGAGE,22000.0,DEBTCONSOLIDATION,17.74,0.31,15.0,702.0,No,1.0
41051,32.0,female,Bachelor,31223.0,7,RENT,3504.0,PERSONAL,13.34,0.11,9.0,674.0,No,0.0
6348,25.0,female,High School,60109.0,2,OWN,2500.0,HOMEIMPROVEMENT,6.76,0.04,4.0,570.0,Yes,0.0
2571,24.0,male,Master,39637.0,1,RENT,3000.0,MEDICAL,12.29,0.08,2.0,672.0,No,0.0
1624,24.0,female,High School,61224.0,2,RENT,1500.0,DEBTCONSOLIDATION,14.26,0.02,2.0,549.0,Yes,0.0
8236,23.0,male,Master,68310.0,1,MORTGAGE,3050.0,PERSONAL,10.59,0.04,2.0,511.0,Yes,0.0
23976,31.0,female,Bachelor,82676.0,8,OWN,10000.0,VENTURE,11.01,0.12,7.0,,Yes,0.0
24921,28.0,male,Bachelor,58677.0,4,RENT,11200.0,PERSONAL,14.26,0.19,6.0,,Yes,0.0
26914,28.0,male,Associate,143699.0,9,MORTGAGE,5325.0,MEDICAL,10.38,0.04,7.0,532.0,No,0.0
24458,,male,Master,88255.0,11,MORTGAGE,7000.0,MEDICAL,13.79,0.08,8.0,683.0,Yes,0.0
18723,30.0,female,High School,62803.0,11,RENT,16000.0,DEBTCONSOLIDATION,13.49,0.25,8.0,698.0,No,1.0
22288,32.0,male,High School,115199.0,11,RENT,6400.0,HOMEIMPROVEMENT,11.54,0.06,5.0,637.0,No,0.0
14627,25.0,male,High School,133193.0,2,MORTGAGE,8000.0,EDUCATION,7.14,0.06,4.0,680.0,No,0.0
44478,26.0,male,Associate,54912.0,3,RENT,5000.0,MEDICAL,14.63,0.09,8.0,647.0,No,1.0
40489,29.0,female,Bachelor,71823.0,2,RENT,6000.0,HOMEIMPROVEMENT,9.75,0.08,7.0,660.0,No,0.0
23248,,male,Associate,72927.0,4,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.43,0.1,9.0,,No,0.0
27276,27.0,female,Bachelor,156605.0,4,MORTGAGE,5000.0,VENTURE,9.99,0.03,9.0,662.0,No,0.0
13490,21.0,female,Master,24941.0,0,RENT,2500.0,PERSONAL,13.79,0.1,3.0,687.0,No,0.0
18440,28.0,female,Bachelor,113397.0,5,RENT,,HOMEIMPROVEMENT,14.26,0.18,9.0,669.0,Yes,0.0
8221,22.0,female,High School,40367.0,0,RENT,7500.0,EDUCATION,11.01,0.19,4.0,578.0,Yes,0.0
13487,26.0,female,Associate,97186.0,4,MORTGAGE,10000.0,PERSONAL,11.01,0.1,2.0,670.0,No,1.0
8968,25.0,female,Associate,53712.0,3,RENT,8000.0,MEDICAL,12.92,0.15,4.0,545.0,No,1.0
38035,27.0,male,Bachelor,88063.0,7,MORTGAGE,17005.0,MEDICAL,7.91,0.19,6.0,553.0,Yes,0.0
23782,33.0,male,Associate,41155.0,8,RENT,9600.0,DEBTCONSOLIDATION,10.99,0.23,8.0,,No,0.0
32126,,male,,30726.0,14,RENT,2775.0,HOMEIMPROVEMENT,15.65,0.09,12.0,736.0,No,1.0
14989,24.0,male,Associate,144896.0,3,OWN,15000.0,PERSONAL,15.28,0.1,3.0,578.0,Yes,0.0
3686,24.0,female,Master,19990.0,0,RENT,4000.0,MEDICAL,16.32,0.2,2.0,657.0,No,1.0
3105,25.0,female,Associate,31128.0,4,RENT,3450.0,HOMEIMPROVEMENT,11.99,0.11,4.0,578.0,No,1.0
25058,,female,High School,96954.0,8,MORTGAGE,25000.0,PERSONAL,9.99,0.26,10.0,618.0,Yes,0.0
2418,23.0,female,Master,111856.0,2,RENT,2500.0,VENTURE,10.74,0.02,3.0,681.0,Yes,0.0
32897,23.0,male,High School,104134.0,0,RENT,6000.0,EDUCATION,10.0,0.06,4.0,588.0,No,0.0
18685,32.0,female,High School,31109.0,10,OWN,5000.0,VENTURE,16.32,0.16,9.0,642.0,Yes,0.0
24795,33.0,,Master,102904.0,15,RENT,,EDUCATION,8.0,0.1,10.0,617.0,Yes,0.0
7761,25.0,male,Associate,42820.0,4,RENT,7000.0,PERSONAL,8.94,0.16,3.0,661.0,Yes,0.0
21876,31.0,female,,80064.0,10,RENT,6000.0,DEBTCONSOLIDATION,14.35,0.07,5.0,664.0,No,1.0
21087,35.0,male,Associate,54801.0,10,MORTGAGE,6500.0,MEDICAL,13.98,0.12,10.0,698.0,No,0.0
18928,28.0,male,Bachelor,35766.0,3,OWN,6250.0,VENTURE,12.87,0.17,9.0,603.0,Yes,0.0
24895,27.0,female,Bachelor,94706.0,5,MORTGAGE,15275.0,VENTURE,16.89,0.16,6.0,690.0,No,0.0
5636,26.0,female,Bachelor,108770.0,4,RENT,5000.0,PERSONAL,16.77,0.05,3.0,625.0,Yes,0.0
4906,24.0,female,Associate,48690.0,0,RENT,5000.0,MEDICAL,14.22,0.1,4.0,582.0,Yes,
11632,23.0,male,Associate,91208.0,0,MORTGAGE,,VENTURE,11.12,0.05,3.0,537.0,Yes,0.0
43792,,female,High School,38134.0,3,RENT,8000.0,EDUCATION,7.25,0.21,5.0,522.0,No,1.0
13506,23.0,female,High School,112244.0,0,MORTGAGE,25000.0,VENTURE,10.99,0.22,4.0,626.0,No,0.0
31392,40.0,male,Associate,29624.0,19,RENT,2700.0,VENTURE,14.27,0.09,17.0,637.0,Yes,0.0
37286,35.0,male,High School,103125.0,12,MORTGAGE,1163.0,EDUCATION,8.98,0.01,11.0,577.0,Yes,0.0
24931,27.0,male,High School,94655.0,6,OWN,15000.0,PERSONAL,8.94,0.16,7.0,585.0,Yes,0.0
21173,27.0,male,Bachelor,55406.0,2,MORTGAGE,4800.0,MEDICAL,11.01,0.09,8.0,622.0,Yes,0.0
1789,23.0,male,High School,27380.0,0,RENT,2000.0,EDUCATION,10.39,0.07,3.0,654.0,Yes,0.0
1539,,female,Associate,27137.0,0,RENT,1450.0,MEDICAL,11.01,0.05,3.0,581.0,Yes,0.0
43757,33.0,male,,43121.0,8,RENT,11160.0,MEDICAL,8.65,0.26,11.0,689.0,No,1.0
42237,28.0,male,Doctorate,18771.0,2,RENT,4369.0,DEBTCONSOLIDATION,12.45,0.23,9.0,689.0,No,1.0
33956,26.0,male,Bachelor,72791.0,7,MORTGAGE,5000.0,MEDICAL,10.11,0.07,3.0,,No,0.0
13307,22.0,male,High School,48966.0,0,RENT,2800.0,EDUCATION,7.49,0.06,2.0,675.0,No,0.0
9882,24.0,male,Master,78991.0,0,MORTGAGE,3300.0,PERSONAL,7.51,0.04,4.0,594.0,No,0.0
14518,25.0,,High School,131773.0,0,MORTGAGE,12000.0,VENTURE,7.51,0.09,4.0,593.0,Yes,0.0
457,,male,,138731.0,0,RENT,24000.0,MEDICAL,20.0,0.17,3.0,613.0,No,
15397,24.0,male,Associate,79071.0,2,RENT,15000.0,MEDICAL,9.88,0.19,2.0,676.0,Yes,0.0
29296,36.0,male,Associate,85076.0,16,RENT,20400.0,VENTURE,10.37,0.24,14.0,685.0,No,0.0
38822,22.0,male,Bachelor,27324.0,0,OWN,7077.0,VENTURE,9.96,0.26,2.0,661.0,No,0.0
7848,25.0,male,High School,67168.0,4,MORTGAGE,5000.0,VENTURE,9.91,0.07,4.0,663.0,No,0.0
44986,34.0,male,Bachelor,41876.0,14,RENT,19594.0,DEBTCONSOLIDATION,12.03,0.47,8.0,707.0,No,1.0
30064,38.0,male,High School,72981.0,17,RENT,5000.0,EDUCATION,14.79,0.07,17.0,690.0,No,0.0
2602,22.0,male,Associate,46656.0,0,RENT,3000.0,EDUCATION,10.28,0.06,3.0,654.0,Yes,0.0
33535,25.0,female,Bachelor,58914.0,0,RENT,2000.0,DEBTCONSOLIDATION,12.4,0.03,4.0,628.0,Yes,0.0
42045,25.0,female,Bachelor,91086.0,1,MORTGAGE,7000.0,PERSONAL,10.77,0.08,4.0,619.0,Yes,0.0
33110,37.0,female,,72907.0,14,RENT,7000.0,MEDICAL,6.58,0.1,12.0,686.0,No,0.0
30962,41.0,male,High School,50662.0,20,RENT,10000.0,MEDICAL,16.45,0.2,17.0,691.0,No,1.0
18894,29.0,male,Associate,22461.0,6,RENT,1700.0,MEDICAL,11.12,0.08,10.0,,No,0.0
11400,24.0,female,Master,90234.0,0,OWN,25000.0,VENTURE,11.01,0.28,4.0,499.0,Yes,0.0
27232,27.0,male,High School,139977.0,6,MORTGAGE,3500.0,EDUCATION,12.53,0.03,10.0,554.0,No,1.0
30694,37.0,female,Associate,83032.0,16,RENT,8000.0,PERSONAL,7.51,0.1,16.0,706.0,No,0.0
22445,29.0,female,Bachelor,63527.0,9,RENT,7000.0,PERSONAL,16.77,0.11,5.0,667.0,Yes,0.0
34863,27.0,male,High School,157245.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,6.22,0.1,10.0,,No,0.0
12761,24.0,female,Master,86306.0,0,RENT,12000.0,VENTURE,6.62,0.14,4.0,692.0,Yes,0.0
22343,30.0,female,Bachelor,66572.0,8,MORTGAGE,2500.0,VENTURE,9.99,0.04,7.0,659.0,No,0.0
7618,25.0,male,Associate,65862.0,3,MORTGAGE,4000.0,PERSONAL,11.11,0.06,3.0,611.0,Yes,0.0
2798,26.0,male,Master,42032.0,7,MORTGAGE,5400.0,DEBTCONSOLIDATION,7.68,0.13,4.0,692.0,Yes,0.0
7160,23.0,male,High School,87575.0,0,RENT,7000.0,EDUCATION,13.11,0.08,4.0,663.0,No,0.0
44145,22.0,male,High School,129274.0,0,RENT,24053.0,HOMEIMPROVEMENT,18.04,0.19,4.0,594.0,No,1.0
8654,22.0,,,37252.0,0,RENT,8000.0,VENTURE,11.01,0.21,3.0,553.0,No,1.0
44579,27.0,female,Doctorate,69252.0,0,RENT,6742.0,DEBTCONSOLIDATION,12.06,0.1,7.0,561.0,No,1.0
39826,24.0,female,High School,82271.0,1,RENT,10000.0,DEBTCONSOLIDATION,16.02,0.12,2.0,651.0,No,0.0
35361,37.0,female,High School,84958.0,14,MORTGAGE,4899.0,MEDICAL,12.16,0.06,15.0,633.0,Yes,0.0
38389,30.0,male,Associate,28099.0,7,RENT,5000.0,PERSONAL,7.81,0.18,10.0,697.0,Yes,0.0
11784,26.0,male,Associate,91870.0,3,MORTGAGE,1200.0,PERSONAL,10.25,0.01,2.0,662.0,No,0.0
38817,23.0,female,Master,64433.0,0,MORTGAGE,4000.0,EDUCATION,9.36,0.06,3.0,672.0,Yes,0.0
26373,29.0,male,Bachelor,121094.0,7,MORTGAGE,20000.0,VENTURE,13.57,0.17,9.0,622.0,Yes,0.0
41367,35.0,female,High School,85134.0,7,MORTGAGE,8000.0,EDUCATION,10.35,0.09,11.0,599.0,Yes,0.0
27491,33.0,female,Associate,174001.0,12,MORTGAGE,5000.0,MEDICAL,8.9,0.03,10.0,665.0,Yes,0.0
26454,27.0,male,Doctorate,123365.0,4,MORTGAGE,10000.0,VENTURE,9.63,0.08,9.0,710.0,No,0.0
16811,23.0,female,High School,65714.0,4,RENT,20000.0,VENTURE,11.83,0.3,2.0,615.0,No,1.0
29552,36.0,female,Bachelor,69873.0,14,RENT,2400.0,EDUCATION,10.0,0.03,15.0,697.0,Yes,0.0
7081,26.0,male,Bachelor,73118.0,4,RENT,7000.0,MEDICAL,6.91,0.1,2.0,647.0,Yes,0.0
42666,27.0,male,Master,115194.0,4,RENT,31431.0,VENTURE,13.82,0.27,4.0,728.0,No,1.0
12871,22.0,male,,102851.0,0,MORTGAGE,12000.0,VENTURE,11.01,0.12,3.0,680.0,Yes,0.0
10665,26.0,female,Doctorate,46436.0,2,RENT,10000.0,EDUCATION,14.91,0.22,3.0,692.0,No,0.0
18759,27.0,female,Bachelor,32158.0,4,MORTGAGE,5000.0,MEDICAL,8.94,0.16,9.0,692.0,Yes,
36526,36.0,male,Associate,73271.0,14,MORTGAGE,6811.0,VENTURE,15.25,0.09,12.0,677.0,Yes,0.0
17749,23.0,male,High School,35425.0,3,RENT,2800.0,EDUCATION,10.38,0.08,2.0,634.0,No,0.0
8951,24.0,male,Associate,72766.0,0,OWN,5000.0,EDUCATION,5.79,0.07,3.0,624.0,Yes,0.0
30726,41.0,female,Associate,75831.0,20,MORTGAGE,5000.0,HOMEIMPROVEMENT,8.49,0.07,15.0,677.0,Yes,0.0
26210,29.0,male,Associate,67259.0,8,RENT,14000.0,EDUCATION,11.48,0.21,7.0,649.0,No,0.0
34658,30.0,male,Associate,98496.0,7,RENT,18000.0,DEBTCONSOLIDATION,10.99,0.18,5.0,667.0,Yes,0.0
14106,24.0,male,Master,127127.0,3,RENT,14000.0,MEDICAL,7.88,0.11,4.0,593.0,Yes,0.0
24891,35.0,male,Associate,94460.0,13,MORTGAGE,9450.0,HOMEIMPROVEMENT,10.99,0.1,8.0,,Yes,0.0
43521,24.0,male,Associate,51925.0,3,RENT,10530.0,DEBTCONSOLIDATION,8.52,0.2,3.0,627.0,No,1.0
17406,23.0,male,Associate,81580.0,0,MORTGAGE,10000.0,MEDICAL,16.32,0.12,2.0,593.0,No,1.0
29158,44.0,male,High School,15209.0,20,OWN,,HOMEIMPROVEMENT,9.88,0.13,11.0,553.0,No,1.0
36785,38.0,male,High School,43401.0,15,RENT,2000.0,EDUCATION,7.2,0.05,12.0,702.0,Yes,0.0
27137,30.0,male,Bachelor,26859.0,7,RENT,1500.0,PERSONAL,11.71,0.06,9.0,705.0,No,1.0
19760,27.0,female,Bachelor,53841.0,2,RENT,3500.0,MEDICAL,12.98,0.07,10.0,648.0,Yes,0.0
15042,23.0,female,Associate,145030.0,1,MORTGAGE,25000.0,PERSONAL,15.31,0.17,3.0,,No,0.0
41589,29.0,female,Bachelor,55039.0,3,MORTGAGE,9227.0,MEDICAL,10.12,0.17,5.0,631.0,Yes,0.0
24668,,male,Associate,83978.0,9,RENT,10000.0,PERSONAL,12.18,0.12,6.0,676.0,No,0.0
12561,26.0,male,Associate,72861.0,4,RENT,12000.0,HOMEIMPROVEMENT,12.87,0.16,4.0,614.0,Yes,0.0
8229,26.0,female,Bachelor,68324.0,3,MORTGAGE,20000.0,EDUCATION,13.57,0.29,4.0,669.0,No,0.0
28634,33.0,male,High School,133080.0,11,RENT,10000.0,VENTURE,13.57,0.08,9.0,657.0,Yes,0.0
14125,25.0,female,High School,121230.0,0,MORTGAGE,15000.0,MEDICAL,12.73,0.12,4.0,535.0,Yes,0.0
19747,31.0,male,Master,39006.0,10,RENT,3500.0,VENTURE,11.49,0.09,6.0,666.0,Yes,0.0
23420,28.0,male,Master,75897.0,4,MORTGAGE,5400.0,MEDICAL,7.29,0.07,7.0,635.0,Yes,0.0
18021,29.0,male,High School,241269.0,5,MORTGAGE,14400.0,PERSONAL,11.14,0.06,7.0,614.0,Yes,0.0
11962,23.0,female,Master,94701.0,2,MORTGAGE,4600.0,EDUCATION,7.66,0.05,2.0,608.0,Yes,0.0
2321,25.0,female,Master,38774.0,6,MORTGAGE,8250.0,EDUCATION,7.51,0.21,4.0,674.0,Yes,0.0
17293,23.0,male,Master,46611.0,2,RENT,5000.0,EDUCATION,6.91,0.11,4.0,617.0,No,0.0
16567,22.0,female,Master,66591.0,0,MORTGAGE,13500.0,MEDICAL,9.67,0.2,4.0,,No,0.0
41476,32.0,female,Bachelor,73123.0,7,RENT,12000.0,PERSONAL,11.48,0.16,9.0,,Yes,0.0
13276,21.0,female,Master,108704.0,0,MORTGAGE,21000.0,PERSONAL,11.01,0.19,4.0,675.0,No,0.0
37228,25.0,,Master,94924.0,0,MORTGAGE,15969.0,VENTURE,11.73,0.17,4.0,651.0,Yes,0.0
35303,28.0,male,Bachelor,49021.0,3,RENT,11548.0,PERSONAL,11.9,0.24,8.0,671.0,No,0.0
42843,25.0,male,Associate,113461.0,2,RENT,30566.0,MEDICAL,14.66,0.27,3.0,673.0,No,1.0
28390,,male,Associate,90801.0,10,RENT,10000.0,PERSONAL,13.47,0.11,5.0,715.0,No,0.0
6436,23.0,male,Bachelor,49219.0,0,RENT,6000.0,EDUCATION,5.79,0.12,4.0,659.0,Yes,0.0
41659,23.0,female,High School,73077.0,0,RENT,3600.0,EDUCATION,8.61,0.05,3.0,586.0,Yes,0.0
43054,26.0,male,Associate,68881.0,3,RENT,20000.0,MEDICAL,17.24,0.29,4.0,672.0,No,1.0
41017,37.0,male,Associate,68620.0,16,MORTGAGE,15879.0,VENTURE,8.5,0.23,12.0,595.0,Yes,0.0
14956,23.0,female,Associate,145073.0,1,MORTGAGE,6000.0,MEDICAL,9.99,0.04,3.0,654.0,Yes,0.0
27134,32.0,female,Associate,151061.0,10,MORTGAGE,9000.0,EDUCATION,6.62,0.06,10.0,677.0,Yes,0.0
17790,26.0,female,High School,74136.0,5,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.21,0.16,4.0,585.0,Yes,0.0
37356,23.0,female,Associate,40418.0,0,RENT,2000.0,EDUCATION,13.26,0.05,3.0,556.0,No,0.0
42623,29.0,female,Associate,38674.0,5,RENT,8000.0,HOMEIMPROVEMENT,11.01,0.21,9.0,598.0,No,1.0
6965,25.0,male,Bachelor,120855.0,1,RENT,6000.0,PERSONAL,14.42,0.05,3.0,678.0,Yes,0.0
18732,27.0,male,Associate,31469.0,4,MORTGAGE,1200.0,EDUCATION,11.01,0.04,10.0,649.0,Yes,0.0
9187,23.0,female,Associate,23383.0,0,RENT,5000.0,DEBTCONSOLIDATION,16.32,0.21,3.0,666.0,No,1.0
11643,25.0,male,Associate,90920.0,2,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.49,0.13,3.0,,No,0.0
20868,30.0,male,Bachelor,74061.0,6,RENT,9000.0,PERSONAL,11.49,0.12,5.0,681.0,No,0.0
11823,26.0,male,Master,106506.0,2,RENT,10000.0,VENTURE,12.69,0.09,2.0,673.0,Yes,0.0
34435,33.0,female,Bachelor,111986.0,11,MORTGAGE,,DEBTCONSOLIDATION,8.5,0.12,7.0,690.0,No,0.0
34490,31.0,female,Associate,110321.0,7,MORTGAGE,15000.0,MEDICAL,9.87,0.14,8.0,650.0,No,0.0
23439,33.0,male,Associate,52255.0,9,RENT,8200.0,DEBTCONSOLIDATION,7.88,0.16,9.0,628.0,Yes,0.0
29248,36.0,male,Associate,178641.0,14,MORTGAGE,10000.0,DEBTCONSOLIDATION,14.11,0.06,13.0,613.0,No,1.0
28135,28.0,male,High School,271185.0,8,MORTGAGE,9000.0,EDUCATION,16.95,0.03,8.0,543.0,No,1.0
16341,24.0,male,Master,103083.0,4,MORTGAGE,7750.0,DEBTCONSOLIDATION,11.12,0.08,4.0,655.0,Yes,0.0
38295,29.0,male,Bachelor,72792.0,10,RENT,4598.0,DEBTCONSOLIDATION,7.95,0.06,7.0,575.0,Yes,0.0
17295,23.0,,Master,24035.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.01,0.12,3.0,658.0,No,1.0
18467,28.0,female,Bachelor,118758.0,6,RENT,20000.0,HOMEIMPROVEMENT,14.96,0.17,6.0,663.0,No,1.0
1870,,female,Associate,150956.0,2,RENT,15000.0,EDUCATION,12.99,0.1,4.0,674.0,Yes,0.0
27534,27.0,male,Associate,178535.0,5,MORTGAGE,4500.0,HOMEIMPROVEMENT,11.49,0.03,5.0,607.0,Yes,
12653,,male,High School,75620.0,3,RENT,,VENTURE,12.69,0.16,3.0,,Yes,0.0
43036,30.0,male,Bachelor,94671.0,6,RENT,25000.0,PERSONAL,12.7,0.26,7.0,653.0,No,1.0
10381,26.0,male,Associate,81251.0,3,MORTGAGE,,PERSONAL,12.21,0.12,3.0,589.0,Yes,0.0
31871,38.0,female,High School,120812.0,19,RENT,16000.0,HOMEIMPROVEMENT,11.01,0.13,11.0,660.0,Yes,0.0
44387,25.0,male,High School,43980.0,2,RENT,12000.0,EDUCATION,9.91,0.27,4.0,545.0,No,1.0
9206,22.0,male,Associate,73388.0,0,MORTGAGE,16750.0,EDUCATION,12.53,0.23,2.0,589.0,Yes,0.0
5977,22.0,male,High School,64497.0,2,RENT,5600.0,EDUCATION,7.29,0.09,3.0,629.0,Yes,0.0
32910,29.0,male,Bachelor,168839.0,7,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.13,0.06,7.0,615.0,Yes,0.0
17599,24.0,female,Master,37156.0,3,RENT,6000.0,DEBTCONSOLIDATION,7.51,0.16,3.0,670.0,Yes,0.0
40215,23.0,male,Bachelor,49050.0,2,RENT,2500.0,HOMEIMPROVEMENT,12.88,0.05,3.0,535.0,Yes,0.0
12732,24.0,female,Bachelor,84926.0,2,RENT,,PERSONAL,10.65,0.14,3.0,608.0,Yes,0.0
17126,25.0,female,Bachelor,109326.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,5.42,0.09,4.0,569.0,Yes,0.0
29445,41.0,female,Master,34052.0,21,RENT,1500.0,DEBTCONSOLIDATION,12.99,0.04,15.0,659.0,No,0.0
44912,25.0,male,Associate,25585.0,2,RENT,7530.0,MEDICAL,14.32,0.29,4.0,542.0,No,1.0
43499,22.0,male,High School,13865.0,0,RENT,3803.0,HOMEIMPROVEMENT,8.92,0.27,4.0,666.0,No,1.0
8683,25.0,male,High School,39045.0,0,RENT,8000.0,PERSONAL,12.61,0.2,4.0,454.0,Yes,0.0
9167,23.0,female,High School,72873.0,4,MORTGAGE,3350.0,PERSONAL,11.01,0.05,4.0,613.0,Yes,0.0
7445,26.0,female,Associate,64553.0,5,MORTGAGE,8000.0,DEBTCONSOLIDATION,11.01,0.12,2.0,604.0,Yes,0.0
37282,,male,Bachelor,37211.0,0,RENT,3000.0,MEDICAL,6.25,0.08,3.0,,Yes,0.0
13244,21.0,male,Bachelor,37045.0,0,RENT,12250.0,DEBTCONSOLIDATION,14.59,0.33,3.0,657.0,No,1.0
23114,28.0,female,Bachelor,72857.0,4,MORTGAGE,9600.0,MEDICAL,7.51,0.13,10.0,,No,0.0
27984,35.0,male,Associate,63295.0,10,RENT,3000.0,MEDICAL,11.48,0.05,7.0,585.0,Yes,0.0
21925,30.0,male,,107668.0,6,RENT,6000.0,MEDICAL,13.16,0.06,5.0,582.0,Yes,
28272,31.0,male,High School,68434.0,10,RENT,7500.0,VENTURE,11.48,0.11,6.0,,Yes,0.0
