message,emotion
im sorry that there wasnt more humor in this post but im not feeling all that funny,surprise
i know baldmoney sneezewort and dodder are tucked up and safe i feel lovely and cosy and decide to settle down too,love
i want to bring up what i am feeling but decide against it scared that i might be introducing baggage that really should not affect her much less add another wrinkle to a relationship is wonderful yet strange but strange in a good way,fear
i am starting to feel all hateful again so ill go,anger
i am sick to death of eating mushy stuff and feeling pain i will now begin drugging myself with the pain pills and drift through the weekend in a pleasant and pain free fog,joy
i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity,sadness
i isn t one who would have another lover on the side let alone spring it on minho in such a fashion but his brain has had years of exposure to cheap sappy dramas and it s not his fault he feels a little paranoid,fear
i feel frightened and scared and want to run or get away,fear
i wonder if it will feel strange or just feel like a normal station,surprise
i get along so well is that we both tend to crack jokes when we feel uncomfortable,fear
i think i don t have to be a member of the minority in order to feel insecure,fear
i totally feel nostalgic again of what was i was feeling during the concert,love
discussion with my mother about the way to educate my children i felt anger against my mother,anger
i shouldn t feel burdened by the prospect of joining my life with someone elses especially when that someone is someone whom i love truly and deeply,sadness
i could never find that feeling with anyone other than you i thought love was just a mirage of the mind its an illusion its fake impossible to find,sadness
i am feeling uncertain about the name we have picked out,fear
i guarantee after you type this in successfully you will feel a strange tingling sensation that can be interpreted as a frisson of freedom,surprise
i want usbg boston to be a place where people can feel supportive about choosing this as a career a place where people can learn a lot and network and feel like they re networking with people who believe in the craft of the bartender,love
i guess it has me feeling surprised the same way i was surprised when the game started tackling heavier subjects,surprise
i am processing i do not feel comfortable in any part of my body or mind,joy
i hate feeling fucked,anger
i mean the feeling of soldiers from the start they just want to fight and not brave enough unlike the first,joy
im feeling agitated and frustrated,fear
i have never before been able to speak my mind so clearly to tell others how i feel it feels strange to have communicated my heart wrong somehow like i have betrayed something,fear
i have a hard time feeling sympathetic,love
i hate when i feel like this and i never hated,sadness
i believe in telling the truth about feelings loving completely and fully and not holding grudges,love
i feel shame in a strange way,fear
i can t stop feeling rebellious,anger
im feeling a little distracted waiting for the news which is making it difficult to put my heart into this book,anger
i have no reason to feel unimportant unloved,sadness
i feel hope everyone has had a lovely weekend and dont forget to enter my a href http modernlegacy,love
i feel i may be on these tablets for a while yet my doctor has assured me she will be monitering me and wont pull the rug from under me i will stop taking them when we both agree meanwhile one day at a time,joy
i had an appointment downtown,anger
as i was in a ward one man died and i was instructed to watch the last offices but this was my first time to see a dead person fear came,fear
i feel intimidated by the books or anything i just keep getting distracted with other books,fear
i feel like i am not afraid of descending down to the hell after my death as i am already in the hell,fear
i very rarely turn to violence or fear i save that for when i feel threatened,fear
i hadn t kept a watch out for her that she wouldn t be doing it for me either but i was feeling far too horny to care if anyone saw,love
i feel blessed and thankful for each of you,love
ive spent all day feeling agitated and anxious for no explicable reason,anger
i hate reading about in the news but it s the way i feel i am always paranoid about stupid things like this,fear
i feel the need to comment on how amazing it is,surprise
i feel like we re about to break up and i m terrified,fear
i have since written her an e mail i declined to give her my phone number again feeling rude telling her that i appreciated her invitation and that in time id let her know when we were available,anger
ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,surprise
i feel extremely blessed to be sitting in my dry home with nothing to complain of but the steady rain,joy
im feeling tortured,anger
i can still remember what it was like to be a teenager and that giddy feeling of amazement when the hot looking boy you like although we didn t use the term hot back then actually likes you back,love
i didnt know what i was going to do if he said everything looked fine because im tired of feeling exhausted all the time,sadness
im finding myself feeling overwhelmed,surprise
i think i make the guest feel unwelcome coz i am ordering pizza,sadness
i feel abit like im walkin on eggshells but i think im just a bit shaken up by it all,fear
i feel he knows the truth but is reluctant to admit it in public for reasons best known to him,fear
i always feel anxious and sorry for myself when im ill,fear
i feel pathetic when i think about that,sadness
i still feel exhausted at the end of the day,sadness
i get angry at myself when i feel bitter,anger
i dun show how i feel doesnt make me heartless,anger
i haven t missed wheat products as much as i thought i would i don t crave bread i can live without cookies and cake and i don t feel deprived since i can still have gluten free sweets and chips,sadness
i am going fossil hunting tomorrow with sugar simply because i like fossil hunting and i feel that god may want me to help this guy as he may need a friend who can be sympathetic,love
i am not sure if this a permanent flavor or not but if you are feeling curious pick one up,surprise
i guess i deep down am feeling a little confused,fear
i dont remember why but i was feeling agitated again,fear
i feel the gentle breeze,love
i wasnt feeling anxious i felt comfortable,fear
i was younger it made me feel smart,joy
i still feel ugly to him,sadness
i don t wake up feeling like i want to sell my soul to my friendly neighbourhood satanist just to get some rest and that s a vast improvement,joy
i was trying to think of anywhere else ive been that made me feel so awful awful awful,sadness
i also feel strongly about supporting the local economy so for the past years i am proud to have driven gm cars in a gm community,love
i love throwing parties and get togethers but when they are for me it just feels awkward,sadness
i get the feeling the need for those fake symbols of status but most of all the need for a single care free day in the streets is what keeps them in these slave like conditions that germany has to offer,sadness
i cant say that i am an avid commenter because i feel really fake if i do it just to do it and not because i actually have something to say about what was written in the post,sadness
i feel especially bitchy lately,anger
i also feel sympathetic for the families of those who lost their children,love
i just feel peaceful,joy
im feeling reluctant to exit my freshly cleaned apartment which i stayed up cleaning late last night,fear
i bring him a blanket to continue his interrupted sleep which i feel terrible for having to cut in between,sadness
i feel distracted it feels like there is something just out of reach just out of my line of sight that is beckoning me,anger
i was feeling a bit productive yesterday though,joy
i try to think about the seriousness of what i am about to do that i am about to speak to the creator of the universe i take a few deep breathes and try to feel calm and composed,joy
i feel a little bit naughty like im peeking into someone elses private world,love
i think we re both feeling very deprived,sadness
i get a day off from writing and feeling pressure to be funny and get to laugh at your stories and share some blog love monday,surprise
i feel dull today worn down and not yet buffed to shine,sadness
i think reina takes the picture out from her wallet already i got a feeling that she must have notice that i m curious about the other girl,surprise
im feeling a bit ferocious today as you can see,anger
i seldom complain and always feel contented about what i have,joy
im feeling a bit smug this year and you would be right like i say this is my first year in many years that i am well prepared,joy
i guess suspect and feel suspicious about was really there,fear
i feel thoroughly amazed bedazzled excited and extremely happy to have been pronounced blog of note bon,surprise
i use supervision that way then i can check in regularly with how my job search is going and that will feel supportive to me and will help me stay motivated,love
i m really having a difficult time this morning with just being present and alternating from feeling agitated overwhelmed to wanting to die bruise cut to having more flashbacks to tearing up to wanting to scream,anger
i felt drawn to it because it made me feel like a weird comme des gar ons angel and the heavy beads were contrasted against the lightweight nature of the sheer fabric,fear
i never made emanates from something you feel insecure about,fear
i didnt feel the least bit of love and i hated being where i was,sadness
i say stupid things in my lj and then erase them is because i feel the need to talk with someone but then decide that i am going to be ridiculed laughed at despised and basically hated for some of the things that i need to talk about and get out in the open,anger
i had one long stretch of feeling fantastic,joy
im feeling particularly violent minded,anger
i wasnt feeling all that festive until today,joy
i feel amazed and surprised when the exact question i am trying to ask,surprise
i keep feeling stunned at the texture of the world with sound in it,surprise
i also get to really foster the relationships where i do feel reciprocally welcomed invited treasured embraced,joy
i slept in a tent at the barracks which caught fire at night and my best possessions got burnt in there,sadness
ive been feeling pretty helpless with big sister,fear
i feel once more the gentle pressure of her hug the warmth of compassion in her tender words the reflection of divine love in liquid brown gaze that reflects the pain the burden shared,love
when i saw a documentary film about world war ii about hitler and his adepts,anger
i had accepted his self appraisal as a great guy buttressed by the public facade hes developed to feel accepted,love
i can feel so horny even when i am sad like this but i think it provokes a different kind of craving in me than when i am happier,love
i said that but now im like feeling damn regretful and such,sadness
i feel pretty oh so pretty a href http exploringthevoid,joy
i don t feel all that petty about crying over skin,anger
i feel this song could have benefitted from a little more attention and then maybe it would have stunned my socks off just as much as the other tracks,surprise
i beleive he regrets coming to japan but i feel that although i m not particulary fond of a lot of the customs and culture i will never regret coming,love
im disrupting you in anyway or i feel like i have offended you i will beg your pardon,anger
i so grateful for parents who taught me about hardwork dedication love and who always made me feel accepted just the way that i was,joy
i feel delightfully terrified,fear
i feel like supporting the globalisation as a cultural movement even rejecting with all my strength it as a economic one,love
i feel so determined to work hard at the same time,joy
i was feeling pretty lousy for the first while amp thats when it went down hill,sadness
i feel unsure of myself i always cling to the words of god,fear
i feel its useful to know your enemy not that the police should ever be the enemy of the citizen,joy
i want to remember feeling unusually calm during the first few weeks,joy
i can feel naughty without actually being naughty,love
i won t feel amazed,surprise
i feel particularly passionate about because my daughter and i experienced much of what happens in the story,love
i didnt feel rushed in the am and i liked getting it over with i didnt spend the last few hours at work trying to muster up the energy to go running,anger
i like to visit old places feeling very nostalgic i also like to visit places i used to go a long time ago when i was still tiny,love
i am feeling a bit defeated as though this lifetime is slipping away,sadness
i was less intelligent and could not really feel through my music was not passionate about the little things im not sure i would go for it,love
i hate succumbing to angst i cant help but feel tortured by the confusion of not knowing what my life is coming to,fear
i just love the way meeting new people and connecting with them for even a few moments makes me feel its like a sweet sweet medicine for my soul and heart,love
i think moving cities would be a positive change for me as right now im feeling pretty jaded and resentful about all things aussie,sadness
i am feeling rather irritable and the smallest thing could probably set me off,anger
i feel like my ex husband and his girlfriend have pretty much taken our place in my familys lives,joy
i currently feel comfortable with my coworkers interested in my work pleased by my surroundings and apartment and constantly occupied with friends and new experiences,joy
i feel so invigorated after them,joy
i feel relieved as if i am finally coming to the end of the road,joy
im feeling determined to face facts have a gander at my donut a href http,joy
i guess each time i just hope that theyll feel shamed into really grappling with the devastation rather than falling to the same old arguments,sadness
i started feeling very nervous like if i took one more step the ground beneath my feet was going to explode,fear
i have a feeling that it s another girl i was mainly curious if i was right again,surprise
i probably need to dismiss the feeling of being overwhelmed in the first week back in the office after all the routine and the reality will return to normal in a few days,surprise
i mostly just feel discouraged but i acknowledge the potential in the situation,sadness
ive been crying pretty consistently all week about this but now that hes gone i feel so shocked and in denial i cant muster up a single tear,surprise
i know we are doing the right thing med wise based on her stability over a long period of time but i still feel intimidated by experts who dont know my kid as well as i do,fear
i feel funny calling them business cards sans employment so contact cards,surprise
i hope im not alone in these feelings and that some of you lovely ladies might have some advice for me,love
i feel by and by unsuccessful,sadness
i feel like it s almost dangerous to speak against them,anger
im feeling really annoyed and groggy now,anger
i feel like i m much more considerate and can give more of myself than i could before as i was so caught up in being selfaware and being a people pleaser that i almost got in my own way,love
i am feeling particularly crappy then i attempt to evaluate exactly which factors are contributing to this crappy ness,sadness
i was on the train speeding towards ludlow feeling a little delicate and thinking to myself this is no way to build up to a hundred,love
i could sense that elizabeth was slowly giving hints and could feel it all coming together but i did sometimes feel a bit impatient and want to know what was going on,anger
i want to focus on the positive forces in this universe i can t keep getting in bed with publishers that make me feel dirty and then don t even have the courtesy to pay you for services rendered,sadness
i could be feeling hot flashes or severe mood swings along with the taste in my mouth,love
i feel incredibly blessed to have them in my life and i thank g d every day for all of my family and how they mean the world me,love
i feel rotten and guilty about what we did there what i did there for no good reason but i am also proud i served proud to put my life on the line for the ideals i thought we were fighting for,sadness
i feel very uncertain in regards to gods plan for my life,fear
i feel like its not being reciprocated im damn near offended,anger
i almost feel impressed with myself,surprise
i feel very frightened and alone by this,fear
i feel somewhat insulted,anger
i feel that the last gracious help i can do for him is to let go,love
i feel fine even if a scar i feel alive,joy
i feel like the kids in dazed and confused set in but convinced the s are going to rock,surprise
when i saw a car run over a child,anger
im not a big fan of feeling really hot or really cold let alone both in quick succession,love
i feel impressed with myself that ive managed to pull this arrangement off this well so far,surprise
i also feel like its important for the parks board as well as the city in general to understand the following facts,joy
i was feeling extremely generous last night so my companion ate double and i just told the lion in my stomach to pipe it,love
i feel so ducking weird,fear
i named it max because calling it my tablet made me feel a bit like a druggy dont ask me why its called max cause its a bit pathetic so im not telling,sadness
i really feel for you guys supporting a team in the relegation zone,love
i feel passionate about a specific subject matter i could write extensively about it,love
i won t go into too much detail but i am feeling lethargic and really struggling through my working day,sadness
i feel that this community s most beloved living our lives gold or silver as their grass wo wo long time ago our house is divided now called the commercial housing,love
i feel like boeheim should be admired for defending a friend at the start,joy
i seem to feel some fondness for this curious old man,surprise
i also realized that i had been slacking off on things that i had previously been feeling so passionate about,love
i feeling that indecisive in my feelings,fear
i feel a dull pain in it every single day,sadness
im feeling homesick or scared i sing this and remember that the lord is the only one who will always be on my side lifting me up and guiding me back to him,sadness
i am feeling appreciative and thankful,joy
i appreciate them i feel it would be fantastic to donate instead,joy
i still feel terribly overwhelmed from yesterday,surprise
i have a feeling we might not be so keen on the idea of heading to the ballot boxes to vote for him,joy
i feel so lame looking at this but oh well memories,sadness
i am so fortunate to be a part of the cavalor team and could not be happier with the way my horses look and feel she was also very impressed with the condition of all the horses in my barn,surprise
im feeling festive in a sparkly jumper,joy
i forgive myself for accepting and allowing myself to have developed back chat like stupid fucking idiot and i m not your fucking slave or have temptations in my head as pictures of banging him over the head with a pot when i feel irritated and frustrated,anger
i am feeling a little grumpy today,anger
i hear noises tilly and the wall a perfect fit le tigre eaud bedroom dancing stars lookup i feel violent for you missy elliot hot boyz for serious cent disco inferno uhm i be taggin blaugirl lollylo mkb cbr rubyacht orgnsm nurse glitch and lillmissduckie,anger
i am sure you are feeling envious every time you see your favorite star walking down the red carpet as well as putting on this little black dress right,anger
i feel jealous when i see people have fun while im stuck at home with these thoughts that i so badly wish to kill,anger
i must say that this feels weird,surprise
i look at it i am reminded of his full vibrance and it soothed me when i was feeling anxious about what he was going through,fear
i feel very thankful,joy
i was feeling pretty rubbish and lame lets say it completely shitty and i got surprised to see my own smile in the reflection of the window,sadness
i feel it s dangerous to read more into the text than what is clearly there,anger
i feel tortured and wracked with pain still and an odd feeling in my head,anger
i don t see autumn as melancholy at all well only if i am feeling a bit romantic or self indulgent,love
i remember feeling shocked when people started to ask me for food and weight loss advice but i just never in a million years expected to be pushing others to run and helping them train,surprise
i feel so lucky that im born a muslim,joy
i feel naughty now,love
im not sure what he was thinking in the moment but it made me feel loved,love
i feel like if i was not a member of the church and i watched that amazing conference i would do anything to be part of such an amazing sisterhood,surprise
i just let it stay without resorting to repotting something and feel lucky that i didnt toss the contents since the flowers that bloomed in it eventually was like a reward for letting nature take its course,joy
i can go weeks without feeling like i have anything clever or important to write about,joy
i received a lot of positive feedback but i couldnt help but feel surprised because i doubted myself straight away,surprise
i dont like is the guilt i feel after i eat something naughty,love
i hate now knowing how to do things so send me to a cardiac ward or orthopaedic ward so something completely different i feel it s dangerous and shouldn t happen,anger
i feel anxious worried edgy fearful,fear
ive a feeling im going to be in for a rude awakening when gil kane leaves the strip and ross andru jumps on board,anger
i couldn t decide whether to feel impressed or jealous,surprise
i feel all the shame for it that only its ignorance of your devoted service has prevented it from sustaining,love
i am feeling very tender about even the implication that i might be in control and so refuse the enthronement swan well i am done with being the fucking queen,love
when bicycling along,anger
i feel so overly blessed in this life,love
i feel no longing or even sadness for those days ending,love
i just hope its sooner rather than later and i hope she is polite even when shes feeling shy i am starting to get a little sad about aubrey starting school,fear
i had to bail on plans with another friend since i wasnt feeling fabulous much of yesterday was spent on the couch,joy
i feel like a cranky bitch,anger
i was feeling adventurous,joy
i feel so blessed to have friends i can come to,love
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,joy
i prefer the feel of them to my beloved vallejo paints,love
i will not feel this tragedy day its curious,surprise
i will be doing great then all of sudden i feel as though im nothing and become over needy and take it out the most on the one person i need the most him,sadness
i feel annoyed by this avoidable situation,anger
i feel emotionally and physically drained all the time,sadness
i love getting into bed i love the feeling of my sheets how supportive my mattress is the big body pillow named lucy from rachel that i cant figure out a use for except when using my bed as a couch type seater for watching movies on my mac,love
i feel relaxed merson said,joy
i entered the thick of the forest i could feel it embracing me and my heart broke,sadness
i feel really affectionate towards tv again and am getting pretty adept at quoting lines from the office,love
i think your comment swung the vote saying how i comment feels like a chat amongst friends is a lovely compliment and just how i feel when i write them,love
i feel acceptable dawn a href http botoxtrainingcoursesblog,joy
i feel it a playful intimate style and not easily copied either,joy
i understand that you re feeling anxious,fear
i still feel pissed over the fact that u actually sabo ed me,anger
i am feeling less bitchy and all about me,anger
i really hope that im not jinxing myself by celebrating too early but im feeling optimistic and not to mention healthy,joy
i feel bouncy,joy
i feel like im wading through cold molasses on very hot days but i decided i could get upset about this or i could consider it a game of scavenger hunt with the prize being a daughter on the other end,anger
i feel accepted welcomed,love
i want is my baby to call me and ask how my night is so i can tell him how terrible i feel and more than that i wish he were actually here to take care of me because he knows everything there to know about health and caring for me,love
i still feel that race officials should be more considerate of the trail system they are using and use better judgment in calling off a race,love
i knew it even as i was feeling scared during that conversation,fear
i have little understanding of the science of acupuncture other than knowing that having needles inserted into various meridian points on my ear lobes wrists and my forehead feels jolly nice,joy
i feel like i belong but then reality reasserts itself and i m rudely shocked by the naivety of my beliefs,surprise
i feel it s very important to let family know what they are going to commit before hand for their own safety,joy
i am feeling overwhelmed by trying to do it all that i think on the women before me,surprise
i feel for her so tender a friendship indulgence and impresses me with the idea that in a tongue even burney to correct the words but to preserve the sense of that in writing english it is cecilia translated,love
i had a feeling that there was something rotten at the heart of economics as an academic subject,sadness
i didn t feel amazed but i didn t feel i d wasted my time watching it,surprise
i feel weird even talking about this fundraiser and yet im incredibly grateful for it,surprise
im sure its illegal for me to feel this amused click to expand a onblur try parent,joy
i feel thee need to discuss it with my faithful lj readers,joy
i stood outside on the sidewalk feeling disgusted and annoyed i noticed some ladies,anger
i have done nothing wrong to him and feel hurt,sadness
i still feel vile,anger
i cannot imagine a week without them its like a habit when you don t do it you feel agitated,fear
i am feeling a bit apprehensive about this long weekend,fear
i feel sadder more burdened and unfortunately more prone to my addictive tendencies,sadness
i particularly liked him without knowing why but i do have a feeling that it may be his funny character,surprise
i have been with professional listeners such as counselors that are skilled in all of the above listening qualities but sometimes i feel their intentions to listen with a deeper caring are sometimes amiss,love
i feel weird whenever this happens class thumbnail width height a href http www,surprise
i feel privileged to call them my friends,joy
i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,surprise
i feel disturbed about not wanting to have a boyfriend whos a pwd,sadness
i do when i feel like being distracted from apush,anger
i have slight feeling that fox news channel is supporting john mccain more than others what do you think,love
i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling for getting accepted into the masters program at the university of virginia,joy
i feel a hint of my beloved art nouveau era in this bracelet,love
i am not feeling the brave today trying though my body is not reacting the way i want it to,joy
i never wear the bontrager gloves they feel weird on my hands and in the winder they are not much help,surprise
im about to graduate in three months from college i still feel that i do not belong into such an amazing school ucla,surprise
i knew that it could reduce cravings so after a while the addiction would bring up negative feelings about taking glutamine and the strange reluctance to do the right thing meant i would not take glutamine,fear
i will feel abit strange,surprise
i still feel discomfort everytime i recall the calls i took with irate customers,anger
the mother of a person with whom we had been sharing a housing accused me of trying to rip her off over payment of bills in the house,anger
i remember feeling outraged feeling that he was dragging mother into whatever silliness he was trying to kick up between us,anger
i just feel like the rebellious teenager who knows what is outside in the real world and who doesn t need any one telling me how it is or how it s going to be,anger
i never thought id feel like i hated my kids and once that feeling stuck for more than a few hours i knew something had to change,sadness
i have to remember that on nights like this when i feel discouraged,sadness
i get is that of the sun reversed drawing into focus the possibilities of burnout feeling overwhelmed or drained by too much of a good thing,surprise
im feeling the need for something mellow to ease my aching head so heres lou donaldson with its your thing from his album hot dog,joy
i feel completely inadequate and inexperienced and insignificant to somehow raise these kids,sadness
i feel blessed i am happy because i am fortunate enough to do what i love and at the same time pay my bills,love
i feel like he just liked me because he couldn t have me and me well i was just dumb,love
i am not feeling so graceful right now,joy
i wouldnt say that he violently groped me although i feel its a violent act in and of itself,anger
i feel fucking fantastic but i can also tell things just arent right,joy
i feel insecure i wish i could tell you in so many ways that i am strong and fearless,fear
i know i won t be warm even in these mild winter temps by the time i finish so i feel reluctant to start,fear
i just feel really disgusted with myself for some irrational reason,anger
i feel invigorated with new possibilities and am looking forward to get started,joy
ive watched the brainwashed penis vid more times since last night and feel even more horny and pointy,love
i have no idea who this man is why he was feeling so festive and i dont exactly have permission to post his picture,joy
i feel like ive somehow gotten the sweet end of the deal and like all good things in this world another twisted message passed down through the generations it must inevitably come to an end,love
i think of god in a christian based sense i feel very apprehensive to believe or surrender to,fear
i feel causes have caused me to stop caring as much,love
i got the feeling the screening nurse wasnt particularly impressed by my plight i was wearing my gym clothes and objectively i think i looked pretty fit and healthy i could sense her thinking what are you so worried about,surprise
when i attended school,anger
i still feel very unsure of this relationship and how they feel for me,fear
i am going to miss running over and putting my hand on your belly to feel my sweet holli reese kick,love
ive had infusions the past weeks and am feeling more energetic and happy,joy
i often feel reluctant to get off at the end of the journey,fear
i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,surprise
i feel like i will fear loving someone for the rest of my life,love
i feel mad that you grabbed the toy,anger
i most value as far as work and employment is concerned feel like ive helped others have job security make my own decisions can lead the kind of life i enjoy have a considerate supervisor,love
i feel terrified and your notes and concerns will matter most,fear
i feel that him leaving this life was a tender mercy and that in his death he got what he wanted most of all and that was to bring the family together,love
i smirks quietly acting as if he didnt just notice that feeling quite impressed by rukis secret obsession,surprise
i feel as a parent when emma and i are welcomed into class as opposed to when we are not,joy
i don t care if you uhh ed her brains out if you start talking all about feelings and emotions and all where this is going she ll think you re a needy clingy mess and run screaming from the premises,sadness
im not sure where in the middle we caught it but it didnt feel low and it felt like it could up the fun factor with some more water,sadness
i started feeling shaky and nauseous and telling sam how i felt discouraged by the irregularity of the contractions,fear
i feel like students will not be intimidated or feel threatened or scared to express their frustrations in a calm and safe manner,fear
i hated my situation i hated the person who was supposed to love and protect me i hated how it made me feel and i hated the pain,anger
i feel we have everything we ve ever wished for and to speak of our trials would be read as ungrateful,sadness
i feel like he puts no effort in being considerate for me,love
i am feeling restless and worn out today,fear
i am feeling quite nostalgic at this moment because this year has been the most rewarding year of my life,love
i started feeling some pressure but when the nurse finally came in so i could tell her she seemed reluctant to check me and gave the excuse that as soon as she did the doctor would probably come in and we really want to avoid too many checks because of infection yada yada yada,fear
i drove back to pallinup feeling cranky,anger
im going to sound completely dumb saying this but i feel like theres only one person ive really truly liked and havent stopped feeling this for,love
i am feeling awfully romantic i thought i would look back at the couples who have inspired me new and old and pay tribute to their love which still moves me to believe i will find my own,love
im feeling kinda nervous today and i dont want to get too bogged down with score can you make sure i chill out if you can sense some tension from me,fear
i feel i have barely missed all the soda i used to drink and all the candy and donuts i had,sadness
i feel the most gentle yet strong like none i could ever describe hand lift me up,love
i was already feeling tender about chase because the afternoon before we had his cousins over,love
i am feeling cutesy and playful,joy
i am feeling fearful and that i focus on my fear my fear will likely be magnified,fear
i could be loved once more and this time for good then i would not feel as if i was never loved,love
i feel special like i was being pampered by everyone and not forgetting the amount of presents i receive from friends and family alike,joy
i hope im making someone feel less pathetic that they dont have to be on two dating websites and a dating service,sadness
i feel overwhelmed with gratitude that im not the person i was that ive been able to change and grow so much that i dont need to drink anymore,fear
i am the kind of friend who needs a friend like her and i know that someday i will give to her some of what she has done for me maybe not in the same way but for the rest of my life i will always be constantly vigilant in searching and discovering ways to serve her and make her feel more divine,joy
i even hung up the zinging stopped but all of a sudden my back was feeling weird,surprise
i missed october but when i realized i was starting after getting home from parent teacher conferences i noticed i was feeling terrified,fear
i feel more anxious and i ve actually created drama to reinforce the cycle,fear
i spent the first two years with him in a state of massive confusion feeling as if there were landmines everywhere and that my son would try to start arguments because he liked it,love
i always feel a bit naughty when i reflect on my collective purchases like this but considering i made around selling unworn clothing on ebay i suppose i can kind of justify all this,love
i feel a little gloomy,sadness
i feel overwhelmed and unable to press on,surprise
i feel like ive hated on this series a lot since ive started blogging so a little honesty is in order,anger
i feel as loyal as he is with frodo to my friends,love
i haven t figured my way out yet ergo i feel confused and blah,fear
i was talking to a friend about how hard it has become to spend time with god in the morning because somehow my eyes are too heavy my sleepy head wanders too much and i just end up feeling like i m being punished,sadness
im actually not feeling too terrified about it,fear
i say i love these two little girls with every bit of my heart and the joy i feel from getting to share my love with these sweet babies is genuine and real but it can at times open a not fully healed wound in my heart,love
i know that other worldly feeling of being amazed upon the completion of something great,surprise
i feel damn disgusted by my own siblings when they think im trying to fight with them over my mums heritage,anger
i hear the crash of empty wine bottles in the background as the restaurants are emptying out for the waste disposal engineers i feel happy to be throwing out my empty plastic bottles which contained mineral water,joy
i almost always feel quite amazing after a workout amp especially after my milers in my favorite park,surprise
im feeling rushed and a little frazzled with this weekend planning thing with the guy and going shopping with dads gf and working on my research paper,anger
im definitely feeling a bit more apprehensive this time around because ive had a negative result and i know that can happen again so i guess i dont have that blind optimism anymore,fear
i feel anxious burdened and just kind of snarky,fear
i talked to my husband and we went to the drawing board and agreed that when i feel exhausted or like i need a break i just need to ask,sadness
i let go i let things be how they are i feel not uptight anymore or when stressful situations arise i no longer dwell on them and look at them more at being solved and done with ease,fear
i feel so lousy angry sad unhappy jealous insecure anxiety etc,sadness
im closed off from nature or fresh air i feel isolated and start to ruminate,sadness
i feel like i m moving into a space where i need to be consciously more gracious with both myself and others,joy
i feel i may be being paranoid but several web pages i have visited recently have tried to force me to use chrome and i m wondering if blogger is going the same way given that its owned by google,fear
i feel very passionate about that and i want to be a christian who is not like those other christians,love
i just feel like a bird on the edge of a cliff longing to jump off and fly but something holds me back,love
i feel a little funny to keep posting this christmas banner after the new year,surprise
i feel scared and nervous,fear
i feel jealous that everyone else has so much to celebrate while i m still exactly as clueless as i was before,anger
i feel the movie was really about getting canadians fully on board with supporting the war more than it was to get americans to join,love
i wont ever go out of my way again to try whale meat cos its not a pwahr kind of feeling you get when you eat something delicious,joy
i stared at the salt shaker feeling quite confused,fear
i feel beauty now because i feel the divinity under everyday life the more i feel the more i feel and therefore the divine beauty of the things i see and photograph shine through their forms more now in my pictures,joy
i was feeling pretty triumphant yesterday at the gym until that is i got lapped by a speed walker,joy
i want to be able to feel more comfortable than i do right now,joy
i think i should read this gospel every day and perhaps twice on those days when i am feeling overwhelmed,fear
i love this picture of isabelle because i feel like it captures her sweet sassy spirit,love
i have been given permission to have those nasty mean feelings that i never let myself have before like being angry and jealous,anger
i don t believe in throwing definitions or song lyrics into writings as i feel they show a weakness in the writing and here i was afraid i was going to have to quote merriam webster in order to make my point,fear
i feel like i need the hair of the dog when i saw the headline johnny bairstow in england team i wasnt impressed,surprise
i feel a little embarrassed because i realized i was here to interview and drop off my resume,sadness
im feeling adventurous so cut me a little slack,joy
ive no idea where but although i am feeling anxious and didnt sleep that well i am not obsessing and i think i am actually ok,fear
i feel like fans will be surprised,surprise
i admit that i was very very excited and satisfied for the first thirty minutes though i feel like i m being generous with that,love
i am daily trying to embody and embrace your little worldview as i feel god wants to continue to teach me much through you my lovely,love
i was feeling kinda stressed not forgetting the fact that i ve been feeling fatter over the last few weeks i decided to go for a jog in the evening,anger
i feel as if people so desperately want you to adopt the identity of the funny person all the time that they forget to think of the other parts of you,surprise
i am feeling a little overwhelmed like i do every year at this time at the speed each holiday season creeps up on us,fear
i have had so many experiences with the flower essences and still when they heal somebody i am blown away and feel so amazed in their power but loving energy,surprise
i am feeling a little reluctant to give my dads old mercury grand marquis back because ever since i started driving that car people actually wave at me,fear
i don t feel very playful,joy
i wish i could just fucking pretend that i didnt feel like this and that things were casual but they arent,joy
i was feeling so jaded in the van on the way home that my head was filled with aweful thoughts about the doctors not really caring about our individual situation and jonathan siding with them,sadness
im feeling overwhelmed by the thought of trying to put into words even some of the expereince of the last month,surprise
i freaked out about months in because he liked me heaps and i was worried because i didnt feel i liked him enough,love
i am sitting in a crowd but your name makes me feel proud you aren t with me right now but your words are enough t,joy
i sometimes feel funny remembering some strange things i used to think as a kid,surprise
i woke up this morning feeling a little irritable lack of good sleep woke up with a horrible knot in my shoulder etc,anger
i had finally realized that joy wasn t coming back and was suffering intensely from anxiety and just feeling completely overwhelmed,surprise
i feel like a delicate vessel carrying a very precious cargo and i must reassess many areas of my life to make sure that they would not do anything to damage the potentially precious embryos that may be developing,love
i dont want to lose weight drastically but slowly so that i can adjust my lifestyle choices and behaviors better without feeling rushed to lose weight,anger
